image,class,domain,pc1,pc2,tsne1,tsne2,full_head_prediction,slice_prediction,full_head_margin
art_painting/dog/pic_276.jpg,dog,art_painting,-16.541271,-3.5218039,4.9959445,-5.4224424,dog,elephant,12.591435
art_painting/dog/pic_155.jpg,dog,art_painting,-11.177267,-10.96028,4.9433064,-5.3091955,dog,elephant,12.61082
art_painting/dog/pic_177.jpg,dog,art_painting,-5.3363695,-1.1860548,1.7475014,-7.517554,dog,elephant,9.292046
art_painting/dog/pic_350.jpg,dog,art_painting,-11.774549,-10.520636,4.2910595,-6.2688766,dog,elephant,11.777083
art_painting/dog/pic_290.jpg,dog,art_painting,-9.591959,-6.0584216,1.937131,-7.132337,dog,elephant,10.825785
art_painting/dog/pic_266.jpg,dog,art_painting,-13.55636,-4.1113315,2.6725602,-6.7925735,dog,elephant,10.677023
art_painting/dog/pic_099.jpg,dog,art_painting,-13.704085,-1.4809409,4.8391895,-7.6319137,dog,elephant,13.402168
art_painting/dog/pic_028.jpg,dog,art_painting,-13.508594,-9.973965,4.5654473,-5.8596215,dog,elephant,12.072312
art_painting/dog/pic_035.jpg,dog,art_painting,-8.041817,-7.845263,1.6941841,-7.5778522,dog,elephant,10.270113
art_painting/dog/pic_096.jpg,dog,art_painting,-5.0445743,-4.257291,1.5897447,-7.5871367,dog,elephant,9.021547
art_painting/dog/pic_166.jpg,dog,art_painting,-10.999629,0.95418364,6.061426,-7.6780653,dog,elephant,12.091972
art_painting/dog/pic_168.jpg,dog,art_painting,-8.968204,-6.119717,3.706378,-7.3276644,dog,elephant,11.881343
art_painting/dog/pic_194.jpg,dog,art_painting,-11.113249,-2.2977939,2.5314422,-5.4469786,dog,elephant,12.096041
art_painting/dog/pic_212.jpg,dog,art_painting,-11.154359,-5.228731,4.6821966,-6.4134293,dog,elephant,12.791312
art_painting/dog/pic_340.jpg,dog,art_painting,-10.863981,-1.0133387,4.2576003,-7.3806353,dog,elephant,11.782979
art_painting/dog/pic_089.jpg,dog,art_painting,-10.099294,-4.898774,2.0912745,-7.316602,dog,elephant,12.338939
art_painting/dog/pic_164.jpg,dog,art_painting,-12.971979,-4.2465487,2.5638342,-5.5522175,dog,elephant,12.062503
art_painting/dog/pic_191.jpg,dog,art_painting,-11.617542,-2.3221412,2.6001036,-5.4365253,dog,elephant,11.85624
art_painting/dog/pic_086.jpg,dog,art_painting,-9.735068,0.50467086,4.889778,-7.6723046,dog,elephant,12.053659
art_painting/dog/pic_249.jpg,dog,art_painting,-13.9607525,9.681823,7.1642795,-7.3175325,dog,giraffe,7.82405
art_painting/dog/pic_051.jpg,dog,art_painting,-12.334635,-9.745158,4.561236,-5.886325,dog,elephant,12.333484
art_painting/dog/pic_198.jpg,dog,art_painting,-10.009169,-0.86071384,7.1633267,-7.228268,dog,elephant,8.767538
art_painting/dog/pic_118.jpg,dog,art_painting,-11.345048,-4.771558,4.3776317,-5.8347125,dog,elephant,11.409536
art_painting/elephant/pic_151.jpg,elephant,art_painting,-51.39895,-42.20202,31.219254,-16.520096,elephant,elephant,10.439031
art_painting/elephant/pic_035.jpg,elephant,art_painting,-51.324093,-34.59983,30.01469,-17.004343,elephant,elephant,11.468001
art_painting/elephant/pic_055.jpg,elephant,art_painting,-40.38579,-32.680233,29.809046,-18.69775,elephant,elephant,10.875945
art_painting/elephant/pic_137.jpg,elephant,art_painting,-51.079,-36.513535,31.409182,-17.59423,elephant,elephant,12.380332
art_painting/elephant/pic_249.jpg,elephant,art_painting,-44.293556,-35.908848,32.701622,-15.802118,elephant,elephant,9.873073
art_painting/elephant/pic_192.jpg,elephant,art_painting,-49.457798,-41.711956,30.96818,-17.248634,elephant,elephant,11.995974
art_painting/elephant/pic_003.jpg,elephant,art_painting,-44.772743,-37.117603,31.043768,-15.373761,elephant,elephant,9.970906
art_painting/elephant/pic_173.jpg,elephant,art_painting,-52.180492,-38.10178,32.021786,-17.039093,elephant,elephant,10.525872
art_painting/elephant/pic_042.jpg,elephant,art_painting,-50.386253,-39.60173,30.576462,-18.113478,elephant,elephant,11.915221
art_painting/elephant/pic_006.jpg,elephant,art_painting,-48.91625,-37.73429,30.601957,-17.817293,elephant,elephant,11.697265
art_painting/elephant/pic_209.jpg,elephant,art_painting,-48.695576,-35.904842,30.424269,-18.098215,elephant,elephant,11.479252
art_painting/elephant/pic_083.jpg,elephant,art_painting,-49.801594,-37.43158,31.083197,-16.307144,elephant,elephant,9.723571
art_painting/elephant/pic_132.jpg,elephant,art_painting,-45.79562,-34.85685,32.323063,-15.40065,elephant,elephant,10.677606
art_painting/elephant/pic_024.jpg,elephant,art_painting,-50.536114,-38.5769,30.295624,-17.994482,elephant,elephant,11.797819
art_painting/elephant/pic_205.jpg,elephant,art_painting,-43.099632,-35.569603,31.79283,-15.135949,elephant,elephant,9.017619
art_painting/elephant/pic_057.jpg,elephant,art_painting,-44.974213,-36.508606,31.795013,-15.290412,elephant,elephant,9.953109
art_painting/elephant/pic_240.jpg,elephant,art_painting,-29.353123,-32.61153,30.918928,-14.732001,elephant,elephant,7.4077506
art_painting/elephant/pic_022.jpg,elephant,art_painting,-51.890656,-38.19523,31.083736,-17.815428,elephant,elephant,12.057569
art_painting/elephant/pic_220.jpg,elephant,art_painting,-46.376656,-40.46542,30.583601,-17.176592,elephant,elephant,12.239105
art_painting/elephant/pic_234.jpg,elephant,art_painting,-47.758896,-38.07394,30.070507,-17.18092,elephant,elephant,12.035217
art_painting/elephant/pic_222.jpg,elephant,art_painting,-47.462723,-38.7733,30.009768,-17.53984,elephant,elephant,11.331882
art_painting/elephant/pic_175.jpg,elephant,art_painting,-46.062496,-39.039516,29.996473,-17.8571,elephant,elephant,11.441243
art_painting/elephant/pic_070.jpg,elephant,art_painting,-51.52543,-35.586666,29.77357,-18.024424,elephant,elephant,10.598308
art_painting/giraffe/pic_050.jpg,giraffe,art_painting,-20.113102,41.54241,4.7404633,24.962791,giraffe,giraffe,12.424049
art_painting/giraffe/pic_085.jpg,giraffe,art_painting,-10.4551735,30.127186,2.7533267,24.689941,giraffe,giraffe,9.90738
art_painting/giraffe/pic_139.jpg,giraffe,art_painting,-20.911106,37.007374,4.8979907,25.21485,giraffe,giraffe,12.130756
art_painting/giraffe/pic_270.jpg,giraffe,art_painting,-12.80505,33.993874,-0.13065398,24.164217,giraffe,giraffe,11.049907
art_painting/giraffe/pic_118.jpg,giraffe,art_painting,-15.29819,29.86235,6.2657833,24.488213,giraffe,giraffe,9.155519
art_painting/giraffe/pic_121.jpg,giraffe,art_painting,-19.755325,37.010757,4.819452,25.640556,giraffe,giraffe,12.658117
art_painting/giraffe/pic_235.jpg,giraffe,art_painting,-13.980807,37.352238,0.34275305,23.565948,giraffe,giraffe,12.138542
art_painting/giraffe/pic_103.jpg,giraffe,art_painting,-17.548546,37.586723,0.36123464,24.790567,giraffe,giraffe,11.672684
art_painting/giraffe/pic_028.jpg,giraffe,art_painting,-13.535147,33.311367,-0.2619221,25.821766,giraffe,giraffe,9.330064
art_painting/giraffe/pic_159.jpg,giraffe,art_painting,-15.837651,32.290863,5.8453774,24.895498,giraffe,giraffe,10.824892
art_painting/giraffe/pic_307.jpg,giraffe,art_painting,-14.172638,34.15596,1.3359373,24.7152,giraffe,giraffe,12.51642
art_painting/giraffe/pic_230.jpg,giraffe,art_painting,-17.491226,32.62676,4.1359363,21.286707,giraffe,giraffe,7.457245
art_painting/giraffe/pic_265.jpg,giraffe,art_painting,-16.804157,33.08511,7.2248387,23.800558,giraffe,giraffe,3.6175091
art_painting/giraffe/pic_261.jpg,giraffe,art_painting,-14.270865,37.529327,5.3235807,24.795082,giraffe,giraffe,12.509856
art_painting/giraffe/pic_043.jpg,giraffe,art_painting,-17.559185,37.68032,5.3501105,25.194582,giraffe,giraffe,11.956672
art_painting/giraffe/pic_039.jpg,giraffe,art_painting,-20.268425,41.79981,0.8940818,26.532764,giraffe,giraffe,12.254258
art_painting/giraffe/pic_019.jpg,giraffe,art_painting,-20.073856,41.748665,4.4644194,25.530245,giraffe,giraffe,13.911989
art_painting/giraffe/pic_308.jpg,giraffe,art_painting,-19.378277,38.419243,4.0917764,24.711826,giraffe,giraffe,11.910907
art_painting/giraffe/pic_011.jpg,giraffe,art_painting,-19.136845,40.10383,4.581019,25.32038,giraffe,giraffe,13.506418
art_painting/giraffe/pic_195.jpg,giraffe,art_painting,-15.573367,38.581367,0.87688917,25.10003,giraffe,giraffe,12.353182
art_painting/giraffe/pic_105.jpg,giraffe,art_painting,-19.47726,36.354813,0.44851682,25.879675,giraffe,giraffe,12.063387
art_painting/giraffe/pic_063.jpg,giraffe,art_painting,-22.005486,41.125175,4.447584,25.07865,giraffe,giraffe,12.51189
art_painting/giraffe/pic_293.jpg,giraffe,art_painting,-19.772018,39.771175,0.57278806,25.840914,giraffe,giraffe,12.3827
art_painting/guitar/pic_049.jpg,guitar,art_painting,14.290984,11.231242,-31.25938,17.782026,guitar,person,9.495511
art_painting/guitar/pic_029.jpg,guitar,art_painting,10.918146,13.491877,-28.511965,20.803898,guitar,person,12.192647
art_painting/guitar/pic_082.jpg,guitar,art_painting,9.052427,14.793386,-27.639767,20.275915,guitar,giraffe,11.753104
art_painting/guitar/pic_059.jpg,guitar,art_painting,9.484066,13.981183,-29.341627,20.763687,guitar,house,12.67084
art_painting/guitar/pic_124.jpg,guitar,art_painting,9.144242,10.816678,-25.85558,19.507374,guitar,person,10.767614
art_painting/guitar/pic_169.jpg,guitar,art_painting,10.914438,12.039642,-26.878061,20.839106,guitar,person,12.4100895
art_painting/guitar/pic_076.jpg,guitar,art_painting,9.878094,10.886692,-27.412756,20.855299,guitar,person,10.992631
art_painting/guitar/pic_173.jpg,guitar,art_painting,11.224244,14.841518,-28.90411,20.667648,guitar,house,12.32359
art_painting/guitar/pic_199.jpg,guitar,art_painting,12.042431,10.583192,-27.67409,21.813828,guitar,person,11.985905
art_painting/guitar/pic_089.jpg,guitar,art_painting,9.828007,11.712896,-27.40426,21.036308,guitar,person,11.61991
art_painting/guitar/pic_197.jpg,guitar,art_painting,9.042724,14.494385,-28.213858,21.3194,guitar,house,12.596647
