image,class,domain,pc1,pc2,tsne1,tsne2,full_head_prediction,slice_prediction,full_head_margin
art_painting/dog/pic_276.jpg,dog,art_painting,-9.20232,13.26494,-11.154361,-13.243959,dog,dog,11.088591
art_painting/dog/pic_155.jpg,dog,art_painting,-5.992783,10.848734,-13.725035,-15.888205,dog,dog,9.179661
art_painting/dog/pic_177.jpg,dog,art_painting,-6.6832585,9.444502,-11.202466,-17.107546,dog,dog,8.275439
art_painting/dog/pic_350.jpg,dog,art_painting,-6.187979,10.983147,-13.898523,-14.674311,dog,dog,8.544405
art_painting/dog/pic_290.jpg,dog,art_painting,-7.2705894,9.417128,-12.374223,-17.158627,dog,dog,8.817636
art_painting/dog/pic_266.jpg,dog,art_painting,-2.7208462,7.058308,-14.632123,-11.850244,dog,dog,4.122138
art_painting/dog/pic_099.jpg,dog,art_painting,-8.22517,12.016785,-9.549039,-16.429651,dog,dog,8.955079
art_painting/dog/pic_028.jpg,dog,art_painting,-7.2504163,11.801294,-13.241899,-14.901589,dog,dog,9.604523
art_painting/dog/pic_035.jpg,dog,art_painting,-6.8381104,12.866062,-13.139186,-16.146048,dog,dog,10.225004
art_painting/dog/pic_096.jpg,dog,art_painting,-12.666977,18.635948,-12.922314,-16.311375,dog,dog,16.647236
art_painting/dog/pic_166.jpg,dog,art_painting,1.6854572,7.476396,-12.460945,-7.473959,dog,dog,1.4106371
art_painting/dog/pic_168.jpg,dog,art_painting,-6.170364,10.086712,-11.816534,-15.608003,dog,dog,9.214201
art_painting/dog/pic_194.jpg,dog,art_painting,-9.151029,12.169939,-10.922649,-16.84489,dog,dog,10.303232
art_painting/dog/pic_212.jpg,dog,art_painting,-8.523026,14.213169,-12.898686,-14.7323475,dog,dog,11.459224
art_painting/dog/pic_340.jpg,dog,art_painting,-6.0603228,9.260887,-9.93247,-16.65485,dog,dog,7.3194404
art_painting/dog/pic_089.jpg,dog,art_painting,-4.682715,7.653621,-12.481243,-17.084871,dog,dog,7.405311
art_painting/dog/pic_164.jpg,dog,art_painting,-7.559095,9.390131,-10.861245,-17.067919,dog,dog,8.064924
art_painting/dog/pic_191.jpg,dog,art_painting,-5.685895,7.8326335,-15.014672,-13.568461,dog,dog,5.1697297
art_painting/dog/pic_086.jpg,dog,art_painting,-8.225082,11.238857,-9.41995,-16.340002,dog,dog,8.830142
art_painting/dog/pic_249.jpg,dog,art_painting,-3.926938,6.32758,-10.969549,-9.039549,dog,dog,4.891739
art_painting/dog/pic_051.jpg,dog,art_painting,-8.691624,12.164415,-12.113794,-14.785242,dog,dog,11.336456
art_painting/dog/pic_198.jpg,dog,art_painting,2.358945,6.164692,-12.410199,-7.5732255,dog,person,0.89985394
art_painting/dog/pic_118.jpg,dog,art_painting,-7.6198487,12.495993,-13.128523,-15.828618,dog,dog,11.148163
art_painting/elephant/pic_151.jpg,elephant,art_painting,-3.3654785,3.5059314,-35.746998,0.3388529,elephant,dog,8.714106
art_painting/elephant/pic_035.jpg,elephant,art_painting,-4.775041,3.047243,-35.67758,-0.7126717,elephant,dog,10.998547
art_painting/elephant/pic_055.jpg,elephant,art_painting,-4.099538,0.4750805,-34.816586,-3.0613298,elephant,dog,8.080471
art_painting/elephant/pic_137.jpg,elephant,art_painting,-3.0513701,0.6301706,-34.60462,0.37000665,elephant,dog,9.879777
art_painting/elephant/pic_249.jpg,elephant,art_painting,-1.596083,2.6146698,-25.539047,-0.8235306,elephant,dog,3.612743
art_painting/elephant/pic_192.jpg,elephant,art_painting,-4.2398767,2.5644999,-35.04887,-0.64137733,elephant,dog,10.448333
art_painting/elephant/pic_003.jpg,elephant,art_painting,1.0136921,-0.553198,-24.49736,-1.7029456,elephant,person,3.0643315
art_painting/elephant/pic_173.jpg,elephant,art_painting,-5.729689,3.0038266,-33.65621,-1.9312779,elephant,dog,9.886989
art_painting/elephant/pic_042.jpg,elephant,art_painting,-5.9556556,2.5414844,-34.939194,-2.0215673,elephant,dog,10.084081
art_painting/elephant/pic_006.jpg,elephant,art_painting,-5.179748,0.9103532,-35.30578,-2.2395003,elephant,dog,9.694574
art_painting/elephant/pic_209.jpg,elephant,art_painting,-5.2945075,1.5781076,-35.009884,-1.6928012,elephant,dog,9.866864
art_painting/elephant/pic_083.jpg,elephant,art_painting,-5.108469,1.4460964,-35.2853,-1.5089955,elephant,dog,9.766087
art_painting/elephant/pic_132.jpg,elephant,art_painting,-5.6761856,0.005595207,-30.90715,-0.40127474,elephant,dog,7.7691317
art_painting/elephant/pic_024.jpg,elephant,art_painting,-4.7468824,0.20634258,-35.59429,-2.5833466,elephant,dog,8.605441
art_painting/elephant/pic_205.jpg,elephant,art_painting,-6.1918454,-2.2534854,-28.156128,-0.3214292,elephant,dog,3.8697658
art_painting/elephant/pic_057.jpg,elephant,art_painting,-4.9199624,1.6621511,-34.956654,-0.6822497,elephant,dog,11.681594
art_painting/elephant/pic_240.jpg,elephant,art_painting,1.2888389,-1.8254036,-34.201405,2.954642,elephant,person,2.736259
art_painting/elephant/pic_022.jpg,elephant,art_painting,-7.678057,2.334797,-34.614536,-2.2191277,elephant,dog,12.164939
art_painting/elephant/pic_220.jpg,elephant,art_painting,-5.655093,1.3959184,-35.77232,-1.695205,elephant,dog,9.685331
art_painting/elephant/pic_234.jpg,elephant,art_painting,-4.6380863,2.5077715,-36.3444,-1.4291816,elephant,dog,9.737259
art_painting/elephant/pic_222.jpg,elephant,art_painting,-5.117748,2.0294845,-34.471935,-2.142574,elephant,dog,9.380539
art_painting/elephant/pic_175.jpg,elephant,art_painting,-5.460596,1.972229,-34.27254,-1.5285554,elephant,dog,10.413314
art_painting/elephant/pic_070.jpg,elephant,art_painting,-6.1772676,2.5321922,-34.143745,-2.463542,elephant,dog,9.688589
art_painting/giraffe/pic_050.jpg,giraffe,art_painting,-3.0102654,-2.3708544,-14.80625,14.191797,giraffe,house,8.4567795
art_painting/giraffe/pic_085.jpg,giraffe,art_painting,-3.1690922,-4.539712,-13.831623,12.923185,giraffe,house,11.121303
art_painting/giraffe/pic_139.jpg,giraffe,art_painting,-4.2146378,-1.4115412,-15.230927,13.603554,giraffe,dog,10.369278
art_painting/giraffe/pic_270.jpg,giraffe,art_painting,-1.26291,-5.067666,-14.677248,10.103506,giraffe,house,6.9150944
art_painting/giraffe/pic_118.jpg,giraffe,art_painting,-1.0591754,-3.7781293,-14.458653,11.187481,giraffe,house,11.063802
art_painting/giraffe/pic_121.jpg,giraffe,art_painting,-4.0949893,-3.0168185,-15.119538,14.292804,giraffe,house,13.4026165
art_painting/giraffe/pic_235.jpg,giraffe,art_painting,-1.8460361,-3.9833202,-13.203131,11.237643,giraffe,house,11.849658
art_painting/giraffe/pic_103.jpg,giraffe,art_painting,-0.9900445,-4.1218414,-13.6438,10.166515,giraffe,house,6.8606453
art_painting/giraffe/pic_028.jpg,giraffe,art_painting,-2.6198964,-1.9569447,-13.688873,16.084059,giraffe,house,8.533494
art_painting/giraffe/pic_159.jpg,giraffe,art_painting,-1.7122465,-1.5850153,-15.272355,12.088705,giraffe,house,7.7690787
art_painting/giraffe/pic_307.jpg,giraffe,art_painting,-4.856261,-3.056606,-12.946061,15.296177,giraffe,house,14.199851
art_painting/giraffe/pic_230.jpg,giraffe,art_painting,-0.30166185,-6.013561,-2.8335135,4.8114285,horse,house,-3.124219
art_painting/giraffe/pic_265.jpg,giraffe,art_painting,-0.9147111,-5.3901906,-4.0707836,6.1981225,horse,house,-0.6143327
art_painting/giraffe/pic_261.jpg,giraffe,art_painting,-2.9857678,-3.0503998,-13.370899,15.229573,giraffe,house,10.880711
art_painting/giraffe/pic_043.jpg,giraffe,art_painting,1.9321765,1.8526537,-13.582675,1.8576579,giraffe,person,2.130699
art_painting/giraffe/pic_039.jpg,giraffe,art_painting,-4.112181,-2.988315,-13.262682,17.664509,giraffe,house,12.421324
art_painting/giraffe/pic_019.jpg,giraffe,art_painting,-3.2188778,-2.204569,-14.058118,15.513249,giraffe,house,12.19946
art_painting/giraffe/pic_308.jpg,giraffe,art_painting,-2.9859161,-1.9455932,-14.125193,14.577949,giraffe,house,10.651977
art_painting/giraffe/pic_011.jpg,giraffe,art_painting,-4.068473,-1.2473447,-13.449369,14.686876,giraffe,dog,9.845
art_painting/giraffe/pic_195.jpg,giraffe,art_painting,-2.45754,-2.3209033,-12.550939,17.514456,giraffe,house,8.419508
art_painting/giraffe/pic_105.jpg,giraffe,art_painting,-2.2593007,-2.7144175,-14.580449,16.682142,giraffe,house,10.006238
art_painting/giraffe/pic_063.jpg,giraffe,art_painting,-3.6232715,-2.0370123,-15.652922,13.629511,giraffe,house,7.913661
art_painting/giraffe/pic_293.jpg,giraffe,art_painting,-3.387807,-2.8969061,-13.166095,17.432438,giraffe,house,10.864485
art_painting/guitar/pic_049.jpg,guitar,art_painting,4.902003,-4.9798403,8.13154,28.567434,guitar,person,6.8335733
art_painting/guitar/pic_029.jpg,guitar,art_painting,-1.6622359,-5.9887085,13.512718,32.633343,guitar,house,14.059323
art_painting/guitar/pic_082.jpg,guitar,art_painting,-1.0768286,-6.254662,11.444757,31.126541,guitar,house,11.885807
art_painting/guitar/pic_059.jpg,guitar,art_painting,-1.7486583,-4.7619677,16.094166,30.056196,guitar,house,10.100723
art_painting/guitar/pic_124.jpg,guitar,art_painting,0.3345046,-7.8149924,9.634632,27.732506,guitar,house,3.4730577
art_painting/guitar/pic_169.jpg,guitar,art_painting,-3.370123,-2.4251943,17.322239,32.95512,guitar,house,9.851926
art_painting/guitar/pic_076.jpg,guitar,art_painting,-1.0545081,-1.5507511,17.239708,33.20833,guitar,house,8.669285
art_painting/guitar/pic_173.jpg,guitar,art_painting,-1.8963324,-5.3522263,14.782013,34.428444,guitar,house,10.048507
art_painting/guitar/pic_199.jpg,guitar,art_painting,-0.07605636,-6.923161,10.828595,29.23745,guitar,house,9.832357
art_painting/guitar/pic_089.jpg,guitar,art_painting,-0.2060777,-5.987586,11.155449,29.95214,guitar,house,9.764996
art_painting/guitar/pic_197.jpg,guitar,art_painting,-0.82578456,-5.475642,15.44636,29.188147,guitar,house,10.128289
art_painting/guitar/pic_180.jpg,guitar,art_painting,-2.2608466,-2.6416755,17.366747,32.971546,guitar,house,9.426062
art_painting/guitar/pic_013.jpg,guitar,art_painting,-1.2008592,-4.7265916,14.299714,31.210487,guitar,house,11.152486
art_painting/guitar/pic_022.jpg,guitar,art_painting,-1.1308397,-5.6320877,14.621794,34.667686,guitar,house,8.679449
art_painting/guitar/pic_099.jpg,guitar,art_painting,-1.3290976,-6.91182,11.229134,35.68187,guitar,house,6.7022347
art_painting/guitar/pic_110.jpg,guitar,art_painting,1.6623402,-3.1642666,8.288213,28.4428,guitar,person,5.1099586
art_painting/guitar/pic_037.jpg,guitar,art_painting,-2.3875175,-4.172496,16.197079,29.994804,guitar,house,11.501258
art_painting/guitar/pic_194.jpg,guitar,art_painting,-1.7110664,-6.5379953,11.30415,28.210262,guitar,house,9.22151
art_painting/guitar/pic_047.jpg,guitar,art_painting,-1.8018829,-5.460499,14.680885,31.08033,guitar,house,14.301335
